"","Department"
"915","Syed Panah Ali Shah Model School,"
"916","Syed Panah Ali Shah Model School,"
"917","Syed Panah Ali Shah Model School,"
"918","Syed Panah Ali Shah Model School,"
"919","Syed Panah Ali Shah Model School,"
"920","Syed Panah Ali Shah Model School,"
"921","Syed Panah Ali Shah Model School,"
"922","Syed Panah Ali Shah Model School,"
"923","Syed Panah Ali Shah Model School,"
"924","Syed Panah Ali Shah Model School,"
"925","Syed Panah Ali Shah Model School,"
"926","Syed Panah Ali Shah Model School,"
"927","Syed Panah Ali Shah Model School,"
"928","Syed Panah Ali Shah Model School,"
"929","Syed Panah Ali Shah Model School,"
"930","Syed Panah Ali Shah Model School,"
"931","Syed Panah Ali Shah Model School,"
"932","Syed Panah Ali Shah Model School,"
"933","Syed Panah Ali Shah Model School"
"934","Syed Panah Ali Shah Model School"
"935","Syed Panah Ali Shah Model School"
"936","Syed Panah Ali Shah Model School"
"937","Syed Ghulam Mustafa Shah Admin Building"
"938","Syed G.M.S. Admn. Building"
"939","SUC Mirpurkhas"
"940","SUC Larkana"
"941","SU Press Jamshoro"
"942","SU Laar Campus, Badin"
"943","SU Laar Campus Badin"
"944","SU Laar Campus Badin"
"945","SU Laar Campus Badin"
"946","SU Laar Campus Badin"
"947","Sindh University Laar Campus, Badin"
"948","Sindh University laar Campus, Badin"
"949","S.U.Laar Campus Badin"
"950","S.U. Laar Campus, Badin"
"951","S.U. Laar Campus Badin"
"952","S.U. Laar Campus Badin"
"953","S.U. Laar Campus Badin"
"954","S.U. Laar Campus Badin"
"955","S.U. Laar Campus Badin"
"956","S.U. Laar Campus Badin"
"957","S.U. Laar Campus Badin"
"958","S.U. Laar Campus Badin"
"959","S.U laar Campus, Badin"
"960","SU Eng. Wing"
"961","SU Colony, Jamshoro"
"962","SU Colony, Jamshoro"
"963","SU Colony, Jamshoro"
"964","SU Colony, Jamshoro"
"965","SU Colony, Jamshoro"
"966","Sindh University Colony, Jamshoro"
"967","Sindh University Colony, Jamshoro"
"968","Sindh University Colony, Jamshoro"
"969","Sindh University Colony, Jamshoro"
"970","Sindh University Colony, Jamshoro"
"971","S.U. Colony, Jamshoro"
"972","S.U Colony, Jamshoro"
"973","S. U. Colony, Jamshoro"
"974","S. U. Colony, Jamshoro"
"975","Student Union Office, S.U Boys Hostel"
"976","Statistics"
"977","Statistics"
"978","Deptt: of Statistics"
"979","Deptt. of Statistics"
"980","Dept. of Statistics"
"981","Department of Statistics"
"982","Department of Statistics"
"983","Department of Statistics"
"984","Department of Statistics"
"985","Department of Statistics"
"986","Department of Statistics"
"987","Department of Statistics"
"988","STAGS"
"989","SPAS Model School, Jamshoro"
"990","SMBBSUS Housing Scheme"
"991","Sindhology"
"992","Sindhology"
"993","Sindhology"
"994","Sindhology"
"995","Sindhology"
"996","Sindhology"
"997","Sindhology"
"998","Sindhology"
"999","Sindhology"
"1000","Instt: of Sindhology"
"1001","Instt: of Sindhology"
"1002","Instt: of Sindhology"
"1003","Instt: of Sindhology"
"1004","Instt: of Sindhology"
"1005","Instt. of Sindhology"
"1006","Instt. of Sindhology"
"1007","Institute of Sindhology"
"1008","Institute of Sindhology"
"1009","Institute of Sindhology"
"1010","Institute of Sindhology"
"1011","Institute of Sindhology"
"1012","Institute of Sindhology"
"1013","Institute of Sindhology"
"1014","Institute Of Sindhology"
"1015","Institute of Sindhology"
"1016","Institute of Sindhology"
"1017","Institute of Sindhology"
"1018","Institute of Sindhology"
"1019","Institute of Sindhology"
"1020","Institute of Sindhology"
"1021","Institute of Sindhology"
"1022","Institute of Sindhology"
"1023","Institute of Sindhology"
"1024","Institute of Sindhology"
"1025","Institute of Sindhology"
"1026","Institute of Sindhology"
"1027","Institute of Sindhology"
"1028","Institute of Sindhology"
"1029","Institute of Sindhology"
"1030","Institute of Sindhology"
"1031","Institute of Sindhology"
"1032","Institute of Sindhology"
"1033","Institute of Sindhology"
"1034","Institute of Sindhology"
"1035","Institute of Sindhology"
"1036","Institute of Sindhology"
"1037","Institute of Sindhology"
"1038","Institute of Sindhology"
"1039","Institute of Sindhology"
"1040","Institute of Sindhology"
"1041","Institute of Sindhology"
"1042","Institute of Sindhology"
"1043","Institute of Sindhology"
"1044","Institute of Sindhology"
"1045","Institute of Sindhology"
"1046","Institute of Sindhology"
"1047","Institute of Sindhology"
"1048","Institute of Sindhology"
"1049","Institute of Sindhology"
"1050","Institute of Sindhology"
"1051","Institute of Sindhology"
"1052","Institute of Sindhology"
"1053","Institute of Sindhology"
"1054","Institute of Sindhology"
"1055","Institute of Sindhology"
"1056","Institute of Sindhology"
"1057","Institute of Sindhology"
"1058","Institute of Sindhology"
"1059","Institute of Sindhology"
"1060","Institute of Sindhology"
"1061","Institute of Sindhology"
"1062","Institute of Sindhology"
"1063","Institute of Sindhology"
"1064","Institute of Sindhology"
"1065","Institute of Sindhology"
"1066","Institute of Sindhology"
"1067","Institute of Sindhology"
"1068","Institute of Sindhology"
"1069","Institute of SIndhology"
"1070","Institute of Sindhology"
"1071","Institute of Sindhology"
"1072","Institute of Sindhology"
"1073","Institute of Sindhology"
"1074","Inst. of Sindhology"
"1075","Inst. of Sindhology"
"1076","Inst. of Sindhology"
"1077","Institute of Sindhology"
"1078","Sindh University Telephone Exchange"
"1079","Sindh University Teachers Residence"
"1080","Sindh University Press,"
"1081","Sindh University Press,"
"1082","Sindh University Press,"
"1083","Sindh University Press"
"1084","Sindh University Press"
"1085","Sindh University Press"
"1086","Sindh University Press"
"1087","Sindh University Press"
"1088","Sindh University Press"
"1089","Sindh University Press"
"1090","Sindh University Press"
"1091","Sindh University Press"
"1092","Sindh University Press"
"1093","Sindh University Press"
"1094","Sindh University Press"
"1095","Sindh University Press"
"1096","Sindh University Press"
"1097","Sindh University Press"
"1098","Sindh University Press"
"1099","Sindh University Press"
"1100","Sindh University Press"
"1101","Sindh University Press"
"1102","Sindh University Press"
"1103","Sindh University Press"
"1104","Sindh University Press"
"1105","Sindh University Petroleum Service"
"1106","Sindh University Petroleum Service"
"1107","Sindh University Mirpurkhas Campus"
"1108","Sindh University Mini Hospital"
"1109","Sindh University Lar College At Badin"
"1110","Sindh University Laar Campus at Badin"
"1111","Sindh University Laar Campus at Badin"
"1112","Sindh University Laar Campus at Badin"
"1113","Sindh University Laar Campus at Badin"
"1114","Sindh University Laar Campus at Badin"
"1115","Sindh University Laar Campus at Badin"
"1116","Sindh University Laar Campus at Badin"
"1117","Sindh University Laar Campus at Badin"
"1118","Sindh University Girls Hostels"
"1119","Sindh University Girls Hostels"
"1120","Sindh University Girls Hostels"
"1121","Sindh University Girls Hostels"
"1122","Sindh University Girls Hostels"
"1123","Sindh University Girls Hostels"
"1124","Sindh University Girls Hostels"
"1125","Sindh University Girls Hostels"
"1126","Sindh University Girls Hostels"
"1127","Sindh University Girls Hostels"
"1128","Sindh University Girls Hostels"
"1129","Sindh University Girls Hostels"
"1130","Sindh University Girls Hostels"
"1131","Sindh University Girls Hostels"
"1132","Sindh University Girls Hostels"
"1133","Sindh University Girls Hostels"
"1134","Sindh University Girls Hostels"
"1135","Sindh University Girls Hostels"
"1136","Sindh University Girls Hostels"
"1137","Sindh University Girls Hostel"
"1138","Sindh University Girls Hostel"
"1139","Sindh University Girls Hostel"
"1140","Sindh University Colony"
"1141","Sindh University Colony"
"1142","Sindh University colony"
"1143","Sindh University Colony"
"1144","Sindh University Colony"
"1145","Sindh University Colony"
"1146","Sindh University Colony"
"1147","Sindh University Colony"
"1148","Sindh University Colony"
"1149","Sindh University Colony"
"1150","Sindh University Colony"
"1151","Sindh University Colony"
"1152","Sindh University Colony"
"1153","Sindh University Colony"
"1154","Sindh University Colony"
"1155","Sindh University Colony"
"1156","Sindh University Colony"
"1157","Sindh University Colony"
"1158","Sindh University Colony"
"1159","Sindh University Colony"
"1160","Sindh University Colony"
"1161","Sindh University Colony"
"1162","Sindh University Colony"
"1163","Sindh University Colony"
"1164","Sindh University Colony"
"1165","Sindh University Colony"
"1166","Sindh University Colony"
"1167","Sindh University Colony"
"1168","Sindh University Colony"
"1169","Sindh University Colony"
"1170","Sindh University Colony"
"1171","Jamia Masjid. Sindh University Colony"
"1172","Imam-e-Zamana Masjid, Sindh University Colony"
"1173","Bilal Masjid, Sindh University Colony"
"1174","Anjuman Behbood-e-Khawteen, Sindh University Colony"
"1175","Sindh University Campus, Mirpurkhas"
"1176","Sindh University Campus Mirpurkhas"
"1177","Sindh University Campus Mirpurkhas"
"1178","Sindh University Campus Mirpurkhas"
"1179","Sindh University Campus Mirpurkhas"
"1180","Sindh University Campus at Mirpurkhas"
"1181","Sindh University Campus at Mirpurkhas"
"1182","Sindh University Campus at Mirpurkhas"
"1183","Sindh University Campus at Mirpurkhas"
"1184","Sindh University Campus at Mirpurkhas"
"1185","Sindh University Campus at Mirpurkhas"
"1186","Sindh University Campus at Mirpurkhas"
"1187","Sindh University Campus, Dadu"
"1188","Sindh University Campus, Dadu"
"1189","Sindh University Campus, Dadu"
"1190","Sindh University Campus, Dadu"
"1191","Sindh University Campus, Dadu"
"1192","Sindh University Campus, Dadu"
"1193","Sindh University Campus, Dadu"
"1194","Sindh University Campus, Dadu"
"1195","Sindh University Campus Naushshro Feroze"
"1196","Sindh University Campus Dadu"
"1197","Mohtarma Benazir Bhutto Shaheed, Sindh University Campus at Dadu"
"1198","Mohtarma Benazir Bhutto Shaheed, Sindh University Campus at Dadu"
"1199","Mohtarma Benazir Bhutto Shaheed, Sindh University Campus at Dadu"
"1200","MBBS Sindh University Campus Dadu"
"1201","MBBS Sindh University Campus Dadu"
"1202","MBBS Sindh University Campus Dadu"
"1203","MBBS Sindh University Campus Dadu"
"1204","MBBS Sindh University Campus Dadu"
"1205","MBBS Sindh University Campus Dadu"
"1206","MBBS Sindh University Campus Dadu"
"1207","MBBS Sindh University Campus Dadu"
"1208","MBBS Sindh University Campus Dadu"
"1209","MBBS Sindh University Campus Dadu"
"1210","MBBS Sindh University Campus Dadu"
"1211","M.B.B.S. Sindh University Campus, Dadu"
"1212","Sindh University Campus Larkana"
"1213","Sindh University Campus Larkana"
"1214","Sindh University Campus Larkana"
"1215","Sindh University Boys Hostes"
"1216","Sindh University Boys Hostels Jamshoro"
"1217","Sindh University Boys Hostels Dispensary"
"1218","Sindh University Boys Hostels"
"1219","Sindh University Boys Hostels"
"1220","Sindh University Boys Hostels"
"1221","Sindh University Boys Hostels"
"1222","Sindh University Boys Hostels"
"1223","Sindh University Boys Hostels"
"1224","Sindh University Boys Hostels"
"1225","Sindh University Boys Hostels"
"1226","Sindh University Boys Hostels"
"1227","Sindh University Boys Hostels"
"1228","Sindh University Boys Hostels"
"1229","Sindh University Boys Hostels"
"1230","Sindh University Boys Hostels"
"1231","Sindh University Boys Hostels"
"1232","Sindh University Boys Hostels"
"1233","Sindh University Boys Hostels"
"1234","Sindh University Boys Hostels"
"1235","Sindh University Boys Hostels"
"1236","Sindh University Boys Hostels"
"1237","Sindh University Boys Hostels"
"1238","Sindh University Boys Hostels"
"1239","Sindh University Boys Hostels"
"1240","Sindh University Boys Hostels"
"1241","Sindh University Boys Hostels"
"1242","Sindh University Boys Hostels"
"1243","Sindh University Boys Hostels"
"1244","Sindh University Boys Hostels"
"1245","Sindh University Boys Hostels"
"1246","Sindh University Boys Hostels"
"1247","Sindh University Boys Hostels"
"1248","Sindh University Boys Hostels"
"1249","Sindh University Boys Hostels"
"1250","Sindh University Boys Hostels"
"1251","Sindh University Boys Hostels"
"1252","Sindh University Boys Hostels"
"1253","Sindh University Boys Hostels"
"1254","Sindh University Boys Hostels"
"1255","Sindh University Boys Hostels"
"1256","Sindh University Boys Hostels"
"1257","Sindh University Boys Hostels"
"1258","Sindh University Boys Hostels"
"1259","Sindh University Boys Hostels"
"1260","Sindh University Boys Hostel"
"1261","Shams ul Ulmama Mirza Kalich Beg Chair"
"1262","Shamas-ul-Ulma Mirza Qalich Baig Chair"
"1263","Shaheed Benzir Bhutto Staff Housing Scheme"
"1264","Shaheed Benazir. Bhutto International Boys Hostel"
"1265","Shaheed Benazir Bhutto, International Boys Hostel"
"1266","Shaheed Benazir Gallery"
"1267","Shaheed Benazir Bhutto International Hostel"
"1268","Shaheed Benazir Bhutto Chair & Convention Centre"
"1269","Shaheed Benazir Bhutto Chair & Convention Centre"
"1270","Shaeed Benazir Bhutto Chair & Convention center"
"1271","Shaheed Benazir Bhutto Chair"
"1272","SGMSAB, Jamshoro"
"1273","SGMS Administration Building"
"1274","SGMS Administration Building"
"1275","SDSC"
"1276","SDSC"
"1277","SDSC"
"1278","SBB Convention Center & Chair"
"1279","SAS SU Campus Naushahro Feroze"
"1280","SAS SU Campus Naushahro Feroze"
"1281","SAS SU Campus Naushahro Feroze"
"1282","S.U.Provost Boys"
"1283","S.U.Mirpur Khas Campus"
"1284","S.U.Colony"
"1285","S.U. Colony"
"1286","S.U. Colony"
"1287","S.U. Colony"
"1288","S.U. Colony"
"1289","S.U. Colony"
"1290","S.U. Colony"
"1291","S.U. Colony"
"1292","S.U. Colony"
"1293","S.U. Colony"
"1294","S.U. Colony"
"1295","S.U Colony"
"1296","S.U Colony"
"1297","S.U.Campus Dadu"
"1298","S.U Campus Dadu"
"1299","S.U.Boys Hostels"
"1300","S.U.Boys Hostels"
"1301","S.U.Boys Hostel"
"1302","S.U. Boys Hostels"
"1303","S.U. Boys Hostels"
"1304","S.U. Boys Hostels"
"1305","S.U. Boys Hostels"
"1306","S.U. Boys Hostels"
"1307","S.U. Boys Hostels"
"1308","S.U. Boys Hostels"
"1309","S.U. Boys Hostels"
"1310","S.U. Boys Hostels"
"1311","S.U. Boys Hostels"
"1312","S.U. Boys Hostels"
"1313","S.U. Boys Hostel"
"1314","S.U. Boys Hostel"
"1315","S.U Boys Hostels"
"1316","S.U Boys Hostels"
"1317","S.U Boys Hostel"
"1318","S. U. Boys Hostels"
"1319","S. U. Boys Hostels"
"1320","Provost’s office, S.U Boys Hostels"
"1321","S.U. Model School, Hyd."
"1322","S.U. Mini Hospital, Jamshoro"
"1323","S.U. Mini Hospital, Jamshoro"
"1324","S.U. Mini Hospital"
"1325","S.U. Laar College at Badin"
"1326","S.U. Laar College at Badin"
"1327","S. U. Colony"
"1328","S. U. Colony"
"1329","Jamia Masjid S. U. Colony"
"1330","S.U. Campus, Mirpurkhas"
"1331","S.U. Campus, Mirpurkhas"
"1332","S. U. Campus Mirpurkhas"
"1333","S.U. Campus, Larkana"
"1334","S.U. Campus, Bhitshah"
"1335","S.U. Campus, Bhitshah"
"1336","s.u. Boys Hostel Jamshoro"
"1337","S.U Teacher Residence/Hostel"
"1338","S.U Research Journal"
"1339","S.U Petrolium/CNG Station"
"1340","MBBSU Campus, Dadu"
"1341","MBBS Campus Dadu"
"1342","S.P.A.Shah Model School,"
"1343","S.P.A.S. Model School"
"1344","S.P.A.S Model School Jamshoro"
"1345","S.G.M.Shah Admn. Building"
"1346","S.G.M.Shah Admn. Building"
"1347","S.G.M.Shah Admn. Building"
"1348","S.G.M.S. Admn. Building"
"1349","S.G.M.S. Admn. Building"
"1350","S.G.M.S. Admn. Building"
"1351","S.G.M.S. Admn: Building"
"1352","S.G.M.S. Admn: Building"
"1353","S.G.M.S. Admin. Building"
"1354","S.G.M.S. Admn: Building"
"1355","S. U. Press, Hyd:"
"1356","S. U. Campus at Mirpurkhas"
"1357","S. U. Campus at Mirpurkhas"
"1358","S. B. Bhutto International B. Hostel"
"1359","Research General @ HITECH"
"1360","Research & Graduate Studies"
"1361","Reseach & Graduate Studies"
"1362","Office Research & Graduate Studies"
"1363","Office of the Director, Research & Graduate Studies"
"1364","Director, Research Graduate Studies"
"1365","Director, Research & Graduate Studies"
"1366","Dean, Research Graduate Studies"
"1367","Dean, Research & Graduate studies."
"1368","Dean Research Graduate Studies"
"1369","Dean Research & Graduate Studies"
"1370","Registrar’s Office"
"1371","Registrar’s Office"
"1372","Registrar Office"
"1373","Registrar Office"
"1374","Registrar Office"
"1375","Registrar office"
"1376","Registrar"
"1377","Quality Enhancement Cell"
"1378","Quality Enhancement Cell"
"1379","Quality Enhancement Cell"
"1380","Quality Enhancement Cell"
"1381","Purchase Stores Section"
"1382","Purchase Store Section"
"1383","Purchase & Stores Section"
"1384","Purchase & Stores Section"
"1385","Purchase & Stores Section"
"1386","Purchase & Store Section"
"1387","Purchase & Store Section"
"1388","Purchase & Store Section"
"1389","Purchase & Store Section"
"1390","Purchase & Store Section"
"1391","Purchase and Stores Section"
"1392","Purchase and Store Section"
"1393","Purchase & Stores Office"
"1394","PSO Office"
"1395","Provost’s office, Boys Hostels"
"1396","Provost office , Boys Hostels"
"1397","Provost’s Office"
"1398","Provost Office Boys Hostel"
"1399","Provost Office"
"1400","Provost Office"
"1401","Provost Office"
"1402","Provost Office"
"1403","Provost Office"
"1404","Provost office"
"1405","Provost office"
"1406","Provost office"
"1407","Provost office"
"1408","Provost office"
"1409","Provost office"
"1410","Provost office"
"1411","Pro-Vice-Chancellor’s office, S.U. Campus at Badin"
"1412","Post Graduate Girls Hosel"
"1413","Pol. Science"
"1414","Pharmacy"
"1415","Pharmacy"
"1416","Office of the Dean, Faculty of Pharmacy"
"1417","Office of the Dean, Faculty of Pharmacy"
"1418","Office of Dean, Faculty of Pharmacy"
"1419","Masjid at Faculty of Pharmacy"
"1420","Faculty of Pharmacy"
"1421","Faculty of Pharmacy"
"1422","Faculty of Pharmacy"
"1423","Faculty of Pharmacy"
"1424","Faculty of Pharmacy"
"1425","Faculty of Pharmacy"
"1426","Faculty of Pharmacy"
"1427","Deptt: of Pharmacology"
"1428","Deptt. of Pharmacy"
"1429","Deptt. of Pharmacy"
"1430","Dean, Faculty of Pharmacy"
"1431","Dean, F. of Pharmacy"
"1432","Dean Faculty of Pharmacy"
"1433","Pannah Ali Shah Model School"
"1434","P.R.O. Section"
"1435","P.R Section"
"1436","P & Beautification Wing"
"1437","P & Beautification Wing"
"1438","ORIC"
"1439","Office of the ORIC"
"1440","Office of the ORIC"
"1441","Office of the Web Administrator"
"1442","Office of the Web Administrator"
"1443","Office of the S U T A."
"1444","Office of the Pro-Vice chancellor"
"1445","Office of the IRJAH"
"1446","Office of the Inspector of Colleges"
"1447","Office of the Inspector of Colleges"
"1448","Office of the Dean, Faculty of Social Sciences"
"1449","Office of the Dean, Faculty of Commerce"
"1450","Office of the Dean, Faculty of Arts"
"1451","Office of the Dean, Faculty of Arts"
"1452","Office of the Dean, Faculty of Arts"
"1453","Office of the Dean Faculty of Arts"
"1454","Office of the Dean, Commerce"
"1455","Office of the Dean, Arts Faculty Building"
"1456","Office of Research, Innovation & Comercialization"
"1457","Office of Director Graduate Studies"
"1458","O.R.I.C."
"1459","NFDEC Hyderabad"
"1460","Naushehro Feroze"
"1461","Naushehro Feroz Campus"
"1462","Naushahro Feroze Campus"
"1463","Mohtarma Benazir Bhutto Shaheed Campus"
"1464","Mohtarma Benazir Bhutto Shaheed Campus"
"1465","Model School, S. U. Jamshoro"
"1466","Model School, Hyderabad"
"1467","Model School, Hyderabad"
"1468","Model School, Hyderabad"
"1469","Model School, Hyderabad"
"1470","Model School Hyderabad"
"1471","Model School Hyderabad"
"1472","Dr.N.A. Baloch Model School Hyderabad."
"1473","Dr.N.A. Baloch Model School Hyderabad."
"1474","Dr.N.A. Baloch Model School Hyderabad"
"1475","Dr.N.A. Baloch Model School Hyderabad"
"1476","Dr.N.A. Baloch Model School Hyderabad"
"1477","Dr.N.A. Baloch Model School Hyderabad"
"1478","Dr.N.A. Baloch Model School Hyderabad"
"1479","Dr.N.A. Baloch Model School Hyderabad"
"1480","Dr.N.A. Baloch Model School Hyderabad"
"1481","Dr.N.A. Baloch Model School Hyderabad"
"1482","Dr.N.A. Baloch Model School Hyderabad"
"1483","Dr.N.A. Baloch Model School Hyderabad"
"1484","Dr.N.A. Baloch Model School Hyderabad"
"1485","Dr.N.A. Baloch Model School Hyderabad"
"1486","Dr.N.A. Baloch Model School Hyderabad"
"1487","Dr.N.A. Baloch Model School Hyderabad"
"1488","Dr.N.A. Baloch Model School Hyderabad"
"1489","Dr.N.A. Baloch Model School Hyderabad"
"1490","Dr.N.A. Baloch Model School Hyderabad"
"1491","Dr.N.A. Baloch Model School Hyderabad"
"1492","Dr.N.A. Baloch Model School Hyderabad"
"1493","Dr.N.A. Baloch Model School Hyderabad"
"1494","Dr.N.A. Baloch Model School Hyderabad"
"1495","Dr.N.A. Baloch Model School Hyderabad"
"1496","Dr.N.A. Baloch Model School Hyderabad"
"1497","Dr.N.A. Baloch Model School Hyderabad"
"1498","Dr.N.A. Baloch Model School Hyderabad"
"1499","Dr.N.A. Baloch Model School Hyderabad"
"1500","Dr.N.A. Baloch Model School Hyderabad"
"1501","Dr.N.A. Baloch Model School Hyderabad"
"1502","Dr.N.A. Baloch Model School Hyderabad"
"1503","Dr.N.A. Baloch Model School Hyderabad"
"1504","Dr.N.A. Baloch Model School Hyderabad"
"1505","Dr.N.A. Baloch Model School Hyderabad"
"1506","Dr.N.A. Baloch Model School Hyderabad"
"1507","Dr.N.A. Baloch Model School Hyderabad"
"1508","Dr.N.A. Baloch Model School Hyderabad"
"1509","Dr.N.A. Baloch Model School Hyderabad"
"1510","Dr.N.A. Baloch Model School Hyderabad"
"1511","Dr.N.A. Baloch Model School Hyderabad"
"1512","Dr.N.A. Baloch Model School Hyderabad"
"1513","Dr.N.A. Baloch Model School Hyderabad"
"1514","Dr.N.A. Baloch Model School Hyderabad"
"1515","Dr.N.A. Baloch Model School Hyderabad"
"1516","Dr.N.A. Baloch Model School Hyderabad"
"1517","Dr.N.A. Baloch Model School Hyderabad"
"1518","Dr.N.A. Baloch Model School Hyderabad"
"1519","Dr.N.A. Baloch Model School Hyderabad"
"1520","Dr.N.A. Baloch Model School Hyderabad"
"1521","Dr.N.A. Baloch Model School Hyderabad"
"1522","Dr.N.A. Baloch Model School Hyderabad"
"1523","Dr.N.A. Baloch Model School Hyderabad"
"1524","Dr.N.A. Baloch Model School Hyderabad"
"1525","Dr.N.A. Baloch Model School Hyderabad"
"1526","Dr.N.A. Baloch Model School Hyderabad"
"1527","Dr.N.A. Baloch Model School Hyderabad"
"1528","Dr.N.A. Baloch Model School Hyderabad"
"1529","Dr.N.A. Baloch Model School Hyderabad"
"1530","Dr.N.A. Baloch Model School Hyderabad"
"1531","Dr.N.A. Baloch Model School Hyderabad"
"1532","Dr.N.A. Baloch Model School Hyderabad"
"1533","Dr.N.A. Baloch Model School Hyderabad"
"1534","Dr.N.A. Baloch Model School Hyderabad"
"1535","Dr.N.A. Baloch Model School Hyderabad"
"1536","Dr.N.A. Baloch Model School Hyderabad"
"1537","Dr. N.A. Baloch Model School, Hyderabad"
"1538","Dr. N.A Baloch, Model School, Hyderabad"
"1539","Dr. N. A. Baloch, Model School, Hyderabad"
"1540","Dr. N. A. Baloch Model School Hyderabad"
"1541","Dr. N. A. Baloch Model School Hyderabad"
"1542","Dr. N. A. Baloch Model School Hyderabad"
"1543","Dr. N. A. Baloch Model School Hyderabad"
"1544","Dr. N. A. Baloch Model School Hyderabad"
"1545","Dr. N. A. Baloch Model School Hyderabad"
"1546","Dr. N. A. Baloch Model School Hyderabad"
"1547","Dr. N. A. Baloch Model School Hyderabad"
"1548","Dr. N. A. Baloch Model School Hyderabad"
"1549","Dr. N. A. Baloch Model School Hyderabad"
"1550","Dr. N. A. Baloch Model School Hyderabad"
"1551","Model School, Hyd:"
"1552","Model School, Hyd."
"1553","Model School Hyd"
"1554","Dr.N.A.Baloch Model School Hyd."
"1555","Dr. N.A. Baloch Model School Hyd"
"1556","Dr. N. A Baloch Model School Hyd."
"1557","D. N.A Baloch Model School, Hyd."
"1558","Model School Jamshoro"
"1559","Model School Jamshoro"
"1560","Mirpurkhas Campuse"
"1561","Mirpurkhas Campus"
"1562","Mirpurkhas Campus"
"1563","Mirpurkhas Campus"
"1564","Mirpurkhas Campus"
"1565","Mirpur khas Campus"
"1566","Mirpur khas Campus"
"1567","Mini Hospital"
"1568","Mini Hospital"
"1569","Mini Hospital"
"1570","Microbiology"
"1571","Instt:of  Microbiology"
"1572","Institute of Microbiology"
"1573","Institute of Microbiology"
"1574","Institute of Microbiology"
"1575","Institute of Microbiology"
"1576","Inst. of Microbiology"
"1577","Deptt: of Microbiology"
"1578","Dept. of Microbiology"
"1579","Department of Micro-Biology"
"1580","Department of Microbiology"
"1581","Department of Microbiology"
"1582","Department of Microbiology"
"1583","Department of Microbiology"
"1584","Department of Microbiology"
"1585","Department of Microbiology"
"1586","Department of Microbiology"
"1587","Department of Microbiology"
"1588","MCs Mc"
"1589","MBBSC Dadu"
"1590","MBBSC Dadu"
"1591","MBBSC Dadu"
"1592","MBBSC Dadu"
"1593","MBBSC Dadu"
"1594","Marui Hostel"
"1595","Marui Hostel"
"1596","Marui Hostel"
"1597","Marui Hostel"
"1598","Marui Hostel"
"1599","Marui Hostel"
"1600","Marui Hostel"
"1601","Maintenance & Custodial"
"1602","Directorate of Maintenance Custodial, Management facilities Coordination"
"1603","M.C.M.C"
"1604","Larkana Campus"
"1605","Larkana Campus"
"1606","Larkana Campus"
"1607","Lal Shahbaz Hostel"
"1608","Laar College at Badin"
"1609","Laar Campus Badin"
"1610","Laar Campus at Badin"
"1611","Khan Bahadur Syed Allahando Shah Hostel"
"1612","Khan Bahadur Syed Allahando Shah Hostel"
"1613","Khan Bahadur Syed Allahando Shah Hostel"
"1614","Khan Bahadur Syed Allahando Shah Boys Hostel"
"1615","Khan Bahadur Syed Allahando Shah Boys Hostel"
"1616","IT Service Centre @ HITECH"
"1617","ISO Cell"
"1618","ISO"
"1619","Internet Centre"
"1620","International Hostel"
"1621","International Boys Hostel"
"1622","International Boys Hostel"
"1623","Instt: of English Language & Literature"
"1624","Instt: of English Language & Literature"
"1625","Institute of English Language & Literature"
"1626","Institute of English Language & Literature"
"1627","Institute of English Language & Literature"
"1628","Institute of English Language & Literature"
"1629","Institute of English Language & Literature"
"1630","Institute of English Language & Literature"
"1631","Inst. Of English Languages & Literature"
"1632","Inst. Of English Languages & Literature"
"1633","Inst. Of English Languages & Literature"
"1634","Instt: of Business Admn."
"1635","Instt: of Business Administration"
"1636","Institute of Business Administration"
"1637","Institute of Business Administration"
"1638","Institute of Business Administration"
"1639","Institute of Business Administration"
"1640","Institute of Business Administration"
"1641","Institute of Business Administration"
"1642","Institute of Business Administration"
"1643","Inst. of Business Administration"
"1644","Instt: of Art & Design"
"1645","Inst. of Art & Design."
"1646","Inst. of Art & Design"
"1647","Instt: of  Commerce & Business Administration"
"1648","Instt:  Of Commerce"
"1649","Instt. of Chemistry"
"1650","Dr. M.A. Kazi Instt: of Chemistry"
"1651","Dr. M.A. Kazi  Inst. of Chemistry"
"1652","Institute of English"
"1653","Institute of Commerce"
"1654","Institute of Commerce"
"1655","Institute of Commerce"
"1656","Institute of Commerce"
"1657","Institute of Commerce"
"1658","Institute of Commerce"
"1659","Institute of Commerce"
"1660","Institute of Commerce"
"1661","Institute of Commerce"
"1662","Institute of Commerce"
"1663","Institute of  Commerce"
"1664","Institute of Business Admn."
"1665","Institute of Business Adminstration"
"1666","Institute of Business Adminstration"
"1667","Institute of Business Adminstration"
"1668","Institute of Artsw & Design"
"1669","Institute of Arts & Design"
"1670","Institute of Arts & Design"
"1671","Institute of Arts & Design"
"1672","Institute of Arts & Design"
"1673","Institute of Arts & Design"
"1674","Institute of Arts & Design"
"1675","Institute of Arts & Design"
"1676","Institute of Art & Design"
"1677","Institute of Art & Design"
"1678","Institute of Art & Design"
"1679","Institute of Arts and Deigns"
"1680","Inst. Of Physiology"
"1681","Inst. of Commerce"
"1682","Inst. of Commerce"
"1683","Inspector of Colleges"
"1684","Inspector of Colleges"
"1685","Inspector of Colleges"
"1686","Inspector of Colleges"
